0, 75
0, 355
0, 831
0, 747
0, 228
0, 230
0, 748
0, 831
0, 355
0, 109
0, 632
0, 876
0, 480
0, 13
0, 522
0, 884
0, 606
0, 74
0, 388
0, 847
0, 716
0, 196
0, 258
0, 774
0, 818
0, 330
0, 148
0, 665
0, 856
0, 452
0, 27
0, 550
0, 888
0, 577
0, 51
0, 416
0, 862
0, 695
0, 167
0, 293
0, 793
0, 771
0, 290
0, 168
0, 692
0, 862
0, 410
0, 44
0, 582
0, 885
0, 545
0, 24
0, 450
0, 867
0, 666
0, 141
0, 324
0, 813
0, 782
0, 251
0, 194
0, 729
0, 840
0, 376
0, 94
0, 321
0, 811
0, 772
0, 262
0, 196
0, 716
0, 846
0, 382
0, 78
0, 604
0, 881
0, 526
0, 11
0, 483
0, 878
0, 638
0, 107
0, 355
0, 824
0, 738
0, 232
0, 223
0, 744
0, 833
0, 351
0, 97
0, 625
0, 874
0, 490
0, 13
0, 507
0, 882
0, 614
0, 86
0, 379
0, 842
0, 730
0, 203
0, 252
0, 766
0, 815
0, 341
0, 135
0, 664
0, 867
0, 455
0, 19
0, 545
0, 886
0, 583
0, 54
0, 410
0, 854
0, 704
0, 168
0, 277
0, 786
0, 804
0, 288
0, 139
0, 690
0, 839
0, 430
0, 38
0, 567
0, 758
0, 826
0, 341
0, 122
0, 652
0, 877
0, 459
0, 16
0, 522
0, 885
0, 597
0, 66
0, 401
0, 853
0, 707
0, 182
0, 277
0, 779
0, 801
0, 314
0, 147
0, 689
0, 882
0, 457
0, 26
0, 546
0, 873
0, 567
0, 43
0, 425
0, 861
0, 685
0, 158
0, 298
0, 799
0, 788
0, 278
0, 172
0, 700
0, 871
0, 394
0, 50
0, 592
0, 877
0, 539
0, 19
0, 460
0, 872
0, 657
0, 127
0, 332
0, 814
0, 758
0, 255
0, 206
0, 722
0, 847
0, 398
0, 84
0, 624
0, 880
0, 513
0, 10
0, 483
0, 877
0, 856
0, 415
0, 67
0, 584
0, 896
0, 554
0, 24
0, 462
0, 868
0, 661
0, 134
0, 329
0, 818
0, 766
0, 255
0, 201
0, 722
0, 842
0, 384
0, 80
0, 630
0, 894
0, 505
0, 8
0, 501
0, 878
0, 615
0, 87
0, 384
0, 847
0, 719
0, 199
0, 274
0, 779
0, 801
0, 293
0, 150
0, 686
0, 859
0, 397
0, 55
0, 578
0, 882
0, 535
0, 13
0, 471
0, 876
0, 639
0, 108
0, 352
0, 833
0, 742
0, 217
0, 236
0, 758
0, 814
0, 348
0, 127
0, 657
0, 869
0, 452
0, 22
0, 552
0, 889
0, 566
0, 42
0, 130
0, 639
0, 872
0, 469
0, 0
0, 531
0, 882
0, 596
0, 66
0, 402
0, 853
0, 706
0, 173
0, 272
0, 778
0, 808
0, 312
0, 155
0, 679
0, 868
0, 454
0, 32
0, 554
0, 885
0, 570
0, 45
0, 426
0, 864
0, 689
0, 162
